subject,predicate,object,metadata
I Hate Rock n Roll I Hate Rock n Roll,was released together with,3 other tracks,"I Hate Rock n Roll I Hate Rock n Roll is song by Scottish alternative rock group The Jesus Mary Chain. It was first single from bands compilation album, Hate Rock n Roll. It was released together with 3 other tracks by Blanco Negro Records in June 1995 reached 61 in UK single charts."
I Hate Rock n Roll I Hate Rock n Roll,was last release for band on this label,Blanco Negro Records,This release was last release for band on this label.
I Love Rock n Roll,is a reworked version of track,I Hate Rock n Roll I Hate Rock n Roll,"Its Only Rock n Roll Its Only Rock n Roll is 12th British 14th American studio album by The Rolling Stones, released in 1974."
I Love Rock n Roll,was included on groups last album,Munki,"Its Only Rock n Roll Its Only Rock n Roll is 12th British 14th American studio album by The Rolling Stones, released in 1974. Its Only Rock n Roll Its Only Rock n Roll is a reworked version of track, which was dubbed as I Love Rock n Roll was also included on groups last album Munki, released in 1998."
Its Only Rock n Roll,is,12th British studio album by The Rolling Stones,"Its Only Rock n Roll is 12th British 14th American studio album by The Rolling Stones , released in 1974 ."
Its Only Rock n Roll,is,14th American studio album by The Rolling Stones,"Its Only Rock n Roll is 12th British 14th American studio album by The Rolling Stones , released in 1974 ."
Its Only Rock n Roll,was released in,1974,"Its Only Rock n Roll is 12th British 14th American studio album by The Rolling Stones , released in 1974 ."
Its Only Rock n Roll,was last,album for guitarist Mick Taylor,"It was last Rolling Stones album for guitarist Mick Taylor songwriting recording of albums title track had connection to Taylors eventual replacement , Ronnie Wood ."
Its Only Rock n Roll,has songwriting connection to,Ronnie Wood,"It was last Rolling Stones album for guitarist Mick Taylor songwriting recording of albums title track had connection to Taylors eventual replacement , Ronnie Wood ."
Its Only Rock n Roll,marked,10th anniversary since release of band's debut album,"Its Only Rock n Roll marked 10th anniversary since release of bands debut album , The Rolling Stones ."
Its Only Rock n Roll,has firmer rock sound than,Goats Head Soup,"Its Only Rock n Roll has firmer rock sound than bands previous album , more funk - soul - inspired Goats Head Soup ."
Its Only Rock n Roll,reached,1 in US,Its Only Rock n Roll reached 1 in US
Its Only Rock n Roll,reached,2 in UK,Its Only Rock n Roll reached 1 in US 2 in UK
Rock n Roll Star,is,opening track from Oasis's debut album,"Rock n Roll Star is song by English rock band Oasis . It is opening track from their record breaking debut album , Definitely Maybe ."
Rock n Roll Star,was written by,Noel Gallagher,"Like majority of bands songs from this era , it was written by lead guitarist Noel Gallagher ."
Rock n Roll Star,was one of only three songs Noel wanted to say something,Ive pretty much summed up everything I wanted to say in Rock n Roll Star,"Noel said that Rock n Roll Star was one of only three songs in which he wanted to say something Ive pretty much summed up everything I wanted to say in Rock n Roll Star , Live Forever Cigarettes Alcohol , after that Im repeating myself , in different way ."
Rock n Roll Star,became fan favourite,often played to close Oasis gigs,It became fan favourite was often played to close bands gigs .
The Evens,are,"Washington, D.C. indie-rock duo","The Evens are Washington , D.C. indie-rock duo , formed in fall of 2001 , comprising partners Ian MacKaye ( guitars , vocals ) ( of Fugazi , formerly of Minor Threat ) Amy Farina ( drums , vocals ) ( formerly of The Warmers ) ."
Ian MacKaye,is,of Fugazi,"Ian MacKaye ( guitars , vocals ) ( of Fugazi , formerly of Minor Threat ) Amy Farina ( drums , vocals ) ( formerly of The Warmers ) ."
Ian MacKaye,is,of Minor Threat,"Ian MacKaye ( guitars , vocals ) ( of Fugazi , formerly of Minor Threat ) Amy Farina ( drums , vocals ) ( formerly of The Warmers ) ."
Amy Farina,is,of The Warmers,"Ian MacKaye ( guitars , vocals ) ( of Fugazi , formerly of Minor Threat ) Amy Farina ( drums , vocals ) ( formerly of The Warmers ) ."
The Evens,were formed in,fall of 2001,"The Evens are Washington , D.C. indie-rock duo , formed in fall of 2001 , comprising partners Ian MacKaye ( guitars , vocals ) ( of Fugazi , formerly of Minor Threat ) Amy Farina ( drums , vocals ) ( formerly of The Warmers ) ."
The Evens,began practicing extensively after,Ian MacKayes band Fugazi entered hiatus,"After Ian MacKayes band Fugazi entered hiatus , The Evens began practicing extensively , eventually played few shows recorded self-titled album , released in March 2005 on MacKayes label , Dischord Records ."
The Evens,played few shows,after Fugazi entered hiatus,"After Ian MacKayes band Fugazi entered hiatus , The Evens began practicing extensively , eventually played few shows recorded self-titled album , released in March 2005 on MacKayes label , Dischord Records ."
The Evens,released self-titled album,in March 2005,"The Evens released self-titled album , released in March 2005 on MacKayes label , Dischord Records ."
The Evens,released self-titled album on,MacKayes label,"The Evens released self-titled album , released in March 2005 on MacKayes label , Dischord Records ."
The Evens,are known for their unusual choices in,venues for performances,The Evens are known for their unusual choices in venues for performances stylistic change from what many have dubbed D.C. or Dischord sound .
The Evens,have a sound described as,post-hardcore becomes post-post-hardcore,The Washington Post has described sound as what happens when post-hardcore becomes post-post-hardcore .
Windstorm,is a,studio album,Windstorm ( album ) Windstorm is fourth studio album released by Gloria Jones in 1978 .
Windstorm,is dedicated to,Marc Bolan,"Windstorm ( album ) Windstorm is fourth studio album released by Gloria Jones in 1978 . This album was dedication to Marc Bolan , as on rear cover , is written Special Dedication in memory of my sons father , late Marc Bolan , whom we miss very much ."
Gloria Jones,released Windstorm,in 1978,"Windstorm ( album ) Windstorm is fourth studio album released by Gloria Jones in 1978 . This album was dedication to Marc Bolan , as on rear cover , is written Special Dedication in memory of my sons father , late Marc Bolan , whom we miss very much ."
Marc Bolan,is dedicated to in Windstorm,Windstorm,"Windstorm ( album ) Windstorm is fourth studio album released by Gloria Jones in 1978 . This album was dedication to Marc Bolan , as on rear cover , is written Special Dedication in memory of my sons father , late Marc Bolan , whom we miss very much ."
Paul Fenton,is,best known for his work with T. Rex,"Paul Fenton ( musician ) Paul Fenton ( born 4 July 1946 in Huddersfield , Yorkshire , England ) is English drummer , best known for his work with T. Rex ."
Rozlyn Rangers,was taken by,"5 original members of Dischord House in Arlington, Virginia in October 1981","Rozlyn Rangers was name taken by Ian MacKaye, Jeff Nelson, Rich Moore, Eddie Janney, Sab Grey in Arlington, Virginia in October 1981. ( fairly near Rosslyn, Virginia)"
Dischord House,housed,"Dischord Records ( founded year earlier by The Teen Idles, shortly thereafter to be run by Ian MacKaye Jeff Nelson )","Dischord House housed Dischord Records ( founded year earlier by The Teen Idles, shortly thereafter to be run by Ian MacKaye Jeff Nelson)"
Dischord Records,founded by,The Teen Idles,Dischord Records was founded by The Teen Idles ( which included Ian MacKaye )
Linus van Pelt,is a character in,Peanuts,Linus van Pelt is character in Charles M. Schulzs comic strip Peanuts .
Linus van Pelt,is the best friend of,Charlie Brown,Linus van Pelt is character in Charles M. Schulzs comic strip Peanuts . He is also younger brother of Lucy van Pelt older brother of Rerun van Pelt .
Linus van Pelt,is the younger brother of,Lucy van Pelt,Linus van Pelt is character in Charles M. Schulzs comic strip Peanuts . He is also younger brother of Lucy van Pelt older brother of Rerun van Pelt .
Linus van Pelt,is the older brother of,Rerun van Pelt,Linus van Pelt is character in Charles M. Schulzs comic strip Peanuts . He is also younger brother of Lucy van Pelt older brother of Rerun van Pelt .
Linus van Pelt,first appeared on,"September 19, 1952","Linus van Pelt first appeared on September 19, 1952 , was not mentioned by name until three days later . He was first referred to two months earlier , on July 14 ."
