subject,predicate,object,metadata
Russia,claimed Bowl final in,2013 Rugby World Cup Sevens,"As hosts of 2013 World Cup , Russia claimed Bowl final to take 17th place , after beating Spain , Uruguay Japan ."
Russia,beat,Spain,"As hosts of 2013 World Cup , Russia claimed Bowl final to take 17th place , after beating Spain , Uruguay Japan ."
Russia,beat,Uruguay,"As hosts of 2013 World Cup , Russia claimed Bowl final to take 17th place , after beating Spain , Uruguay Japan ."
Russia,beat,Japan,"As hosts of 2013 World Cup , Russia claimed Bowl final to take 17th place , after beating Spain , Uruguay Japan ."
Hungary,participated in,Europa Cup,"Between 1927 1930 , Hungary participated in Europa Cup , which is considered to be first international tournament , with Austria , Czechoslovakia , Switzerland , Russia , Yugoslavia ."
Hungary,lost to,Russia,"In final , Hungary lost to Russia ."
Hungary,beat,France,"On 12 June 1927 , Hungary beat France by 13\u20131 , which is still record ."
Jzsef Takcs,scored six goals,Hungary beat France by 13\u20131,"On 12 June 1927 , Hungary beat France by 13\u20131 , which is still record ."
Hungary,not invited to,1930 FIFA World Cup,Hungary were not invited did not take part in tournament there were no qualification matches .
Hungary,first appeared in,1934 World Cup,Hungary first appeared in 1934 World Cup in Italy .
Solomon Islands,will not be competing in,World Cup,Solomon Islands will not be competing in World Cup .
Latitude In geography,is,geographic coordinate that specifies north\u2013south position of point on Earths surface,Latitude is geographic coordinate that specifies north\u2013south position of point on Earths surface
Latitude In geography,specifies,north\u2013south position of point on Earths surface,"Latitude In geography, latitude is geographic coordinate that specifies north\u2013south position of point on Earths surface"
Latitude In geography,ranges from,0 at Equator to 90 (North or South) at poles,"Latitude In geography, latitude is geographic coordinate that specifies north\u2013south position of point on Earths surface, Latitude is angle which ranges from 0 at Equator to 90 (North or South) at poles"
Latitude In geography,is angle,which ranges from 0 at Equator to 90 (North or South) at poles,"Latitude In geography, latitude is geographic coordinate that specifies north\u2013south position of point on Earths surface, Latitude is angle which ranges from 0 at Equator to 90 (North or South) at poles"
Latitude In geography,is,geodetic latitude as defined below,"Latitude In geography, latitude is geographic coordinate that specifies north\u2013south position of point on Earths surface, Latitude is angle which ranges from 0 at Equator to 90 (North or South) at poles, On its own, term latitude should be taken to be geodetic latitude as defined below"
Latitude In geography,specifies,precise location of features on surface of Earth,"Latitude In geography, latitude is geographic coordinate that specifies north\u2013south position of point on Earths surface, Latitude is angle which ranges from 0 at Equator to 90 (North or South) at poles, On its own, term latitude should be taken to be geodetic latitude as defined below, Latitude is used together with longitude to specify precise location of features on surface of Earth"
Oxygens,outlasted,Bad Girls Club,it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 .
Oxygens,has seasons,22 defined seasons,"its 22 defined seasons fourteen years in production ( two spin-offs ) outlasting seventeen defined seasons thirteen years of second-longest series Bad Girls Club , it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 ."
Oxygens,has seasons,14 years in production,"its 22 defined seasons fourteen years in production ( two spin-offs ) outlasting seventeen defined seasons thirteen years of second-longest series Bad Girls Club , it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 ."
Oxygens,has seasons,17 defined seasons,it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 .
Oxygens,has seasons,13 years of second-longest series Bad Girls Club,it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 .
Oxygens,played role in,change to true crime programming direction,it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 .
Oxygens,played role in,Oxygens change to true crime programming direction,it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 .
Laura San Giacomo,narrated,first season,"Actresses Laura San Giacomo Ronnie Farer narrated first second seasons , respectively ."
Ronnie Farer,narrated,second season,"Actresses Laura San Giacomo Ronnie Farer narrated first second seasons , respectively ."
Sharon Martin,narrated,third season,Sharon Martin took role of narrator in its third season has since acquired additional credit as supervising producer of series .
Sharon Martin,has role,supervising producer of series,Sharon Martin took role of narrator in its third season has since acquired additional credit as supervising producer of series .
Sharon Martin,announced,February 2018,"In February 2018 , Martin announced she would its 22 defined seasons fourteen years in production ( two spin-offs ) outlasting seventeen defined seasons thirteen years of second-longest series Bad Girls Club , it ( networks ubiquitous Snapped Sundays marathons ) played large role in Oxygens change to true crime programming direction in summer of 2017 . Actresses Laura San Giacomo Ronnie Farer narrated first second seasons , respectively . Sharon Martin took role of narrator in its third season has since acquired additional credit as supervising producer of series . In February 2018 , Martin announced she would"
Mohawk Institute Residential School,is,oldest continuously operated residential school in Canada,"Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario ."
Mohawk Institute Residential School,opened in,1834,"Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario ."
Mohawk Institute Residential School,located on,"Six Nations of Grand River near Brantford, Ontario","Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario ."
Mohawk Institute Residential School,administered by,Anglican Church,"Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario . Administered by Anglican Church , facility opened as Mechanics Institute , day school for boys , in 1828 became boarding school four years later when it accepted its first boarders began admitting female students . It remained in operation until June 30 , 1970 . The renewed interest in residential schools in early 1800s has been linked"
Mohawk Institute Residential School,became,boarding school,"Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario . Administered by Anglican Church , facility opened as Mechanics Institute , day school for boys , in 1828 became boarding school four years later when it accepted its first boarders began admitting female students . It remained in operation until June 30 , 1970 . The renewed interest in residential schools in early 1800s has been linked"
Mohawk Institute Residential School,became,day school for boys,"Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario . Administered by Anglican Church , facility opened as Mechanics Institute , day school for boys , in 1828 became boarding school four years later when it accepted its first boarders began admitting female students . It remained in operation until June 30 , 1970 . The renewed interest in residential schools in early 1800s has been linked"
Mohawk Institute Residential School,accepted its first boarders,four years later,"Although many of these early schools were open for only short time , efforts persisted . The Mohawk Institute Residential School , oldest , continuously operated residential school in Canada , opened in 1834 on Six Nations of Grand River near Brantford , Ontario . Administered by Anglican Church , facility opened as Mechanics Institute , day school for boys , in 1828 became boarding school four years later when it accepted its first boarders began admitting female students . It remained in operation until June 30 , 1970 . The renewed interest in residential schools in early 1800s has been linked"
